codgeo,libgeo,revenu_median
86132,Liglet,18700.0
86133,Ligugé,25710.0
86134,Linazay,19170.0
86135,Liniers,25580.0
86136,Lizant,20590.0
86137,Loudun,20070.0
86138,Luchapt,17780.0
86139,Lusignan,21730.0
86140,Lussac-les-Châteaux,20900.0
86141,Magné,23000.0
86142,Maillé,20910.0
86143,Mairé,20600.0
86144,Maisonneuve,21900.0
86145,Marçay,23240.0
86147,Marigny-Chemereau,22430.0
86148,Marnay,22990.0
86149,Martaizé,21020.0
86150,Massognes,21570.0
86151,Maulay,19310.0
86152,Mauprévoir,20990.0
86153,Mazerolles,21470.0
86154,Mazeuil,21820.0
86156,Messemé,22230.0
86157,Mignaloux-Beauvoir,27550.0
86158,Migné-Auxances,24800.0
86159,Millac,19850.0
86160,Mirebeau,19730.0
86161,Moncontour,20270.0
86162,Moion,22580.0
86163,Montamisé,26820.0
86164,Monthoiron,21710.0
86165,Montmorillon,21410.0
86167,Monts-sur-Guesnes,18310.0
86169,Morton,19180.0
86170,Moulismes,21130.0
86171,Moussac,20660.0
86172,Mouterre-sur-Blourde,17770.0
86173,Mouterre-Silly,21160.0
86174,Naintré,22640.0
86175,Nalliers,19830.0
86176,Nérignac,19730.0
86177,Neuville-de-Poitou,23290.0
86178,Nieuil-l'Espoir,24380.0
86180,Nouaillé-Maupertuis,27260.0
86181,Nueil-sous-Faye,18390.0
86182,Orches,19950.0
86183,Les Ormes,21630.0
86184,Ouzilly,22080.0
86186,Oyré,22940.0
86187,Paizay-le-Sec,20150.0
86189,Payroux,19810.0
86190,Persac,19080.0
86191,Piray,21990.0
86192,Plaisance,20270.0
86193,Pleumartin,20330.0
86194,Poitiers,20150.0
86195,Port-de-Piles,20720.0
86196,Pouançay,21390.0
86197,Pouant,21120.0
86198,Pouillé,24180.0
86200,Pressac,20860.0
86201,Prinçay,19050.0
86202,La Puye,20240.0
86203,Queaux,19920.0
86204,Quinçay,25920.0
86205,Ranton,20090.0
86206,Raslay,20150.0
86207,La Roche-Posay,21430.0
86209,Roches-Prémarie-Aillé,24300.0
86210,Roiffé,21770.0
86211,Romagne,19250.0
86213,Rouillé,21660.0
86214,Saint-Benoît,25320.0
86217,Saint-Christophe,21710.0
86218,Saint-Clair,18720.0
86220,Saint-Gaudent,22090.0
86221,Saint-Genest-d'Ambière,22110.0
86222,Saint-Georges-lès-Baillargeaux,24940.0
86223,Saint-Germain,20920.0
86224,Saint-Gervais-les-Trois-Clochers,21830.0
86225,Saint-Jean-de-Sauves,19710.0
86226,Saint-Julien-l'Ars,24950.0
86227,Saint-Laon,21250.0
86228,Saint-Laurent-de-Jourdes,20580.0
86229,Saint-Léger-de-Montbrillais,19360.0
86230,Saint-Léomer,19740.0
86231,Saint-Macoux,21320.0
86233,Valdivienne,23360.0
86234,Saint-Martin-l'Ars,19440.0
86235,Saint-Maurice-la-Clouère,23120.0
86236,Saint-Pierre-de-Maillé,20810.0
86237,Saint-Pierre-d'Exideuil,22910.0
86239,Sainte-Radégoe,18940.0
86241,Saint-Rémy-sur-Creuse,21560.0
86242,Saint-Romain,17690.0
86244,Saint-Sauvant,21830.0
86245,Senillé-Saint-Sauveur,23410.0
86246,Saint-Savin,19490.0
86247,Saint-Saviol,21460.0
86248,Saint-Secoin,19610.0
86249,Saires,21120.0
86250,Saix,19230.0
86252,Sammarçolles,20800.0
86253,Sanxay,20440.0
86254,Saulgé,22250.0
86255,Savigné,20620.0
86256,Savigny-Lévescault,26770.0
86257,Savigny-sous-Faye,20360.0
86258,Scorbé-Clairvaux,22440.0
86260,Sérigny,20490.0
86261,Sèvres-Anxaumont,26530.0
86262,Sillars,22970.0
86263,Smarves,25020.0
86264,Sommières-du-Clain,20340.0
86265,Sossais,22310.0
86266,Surin,21250.0
86268,Tercé,24460.0
86269,Ternay,18490.0
86270,Thollet,20370.0
86271,Thurageau,22510.0
86272,Thuré,23310.0
86273,La Trimouille,19580.0
86274,Les Trois-Moutiers,20530.0
86275,Usseau,22940.0
86276,Usson-du-Poitou,20120.0
86279,Vaux-sur-Vienne,22830.0
86280,Vellèches,21320.0
86281,Saint-Martin-la-Pallu,23200.0
86284,Vernon,22470.0
86285,Verrières,23780.0
86286,Verrue,19680.0
86287,Vézières,22040.0
86288,Vicq-sur-Gartempe,20230.0
86289,Le Vigeant,20050.0
86290,La Villedieu-du-Clain,22750.0
86291,Villemort,
86292,Villiers,23690.0
86293,Vivonne,22530.0
86294,Vouillé,23240.0
86295,Voulême,22660.0
86296,Voulon,23190.0
86297,Vouneuil-sous-Biard,25280.0
86298,Vouneuil-sur-Vienne,22710.0
86299,Vouzailles,22570.0
86300,Yversay,25300.0
87001,Aixe-sur-Vienne,23440.0
87002,Ambazac,22970.0
87003,Arnac-la-Poste,20070.0
87004,Augne,19770.0
87005,Aureil,25340.0
87006,Azat-le-Ris,18320.0
87007,Balledent,20380.0
87008,La Bazeuge,20790.0
87009,Beaumont-du-Lac,19550.0
87011,Bellac,19850.0
87012,Berneuil,19200.0
87013,Bersac-sur-Rivalier,22280.0
87014,Bessines-sur-Gartempe,21660.0
87015,Beynac,24030.0
87016,Les Billanges,19830.0
87017,Blanzac,20410.0
87018,Blo,21000.0
87019,Boisseuil,26950.0
87020,Bonnac-la-Côte,24560.0
87021,Bosmie-l'Aiguille,24930.0
87022,Breuilaufa,24380.0
87023,Le Buis,21990.0
87024,Bujaleuf,20470.0
87025,Burgnac,24660.0
87027,Bussière-Galant,20750.0
87028,Val-d'Oire-et-Gartempe,17830.0
87029,Les Cars,21250.0
87030,Chaillac-sur-Vienne,22970.0
87031,Le Chalard,21880.0
87032,Châlus,20470.0
87033,Chamboret,20960.0
87034,Champagnac-la-Rivière,19730.0
87035,Champnétery,21020.0
87036,Champsac,21320.0
87037,La Chapelle-Montbraeix,18810.0
87038,Chaptelat,25310.0
87039,Château-Chervix,22030.0
87040,Châteauneuf-la-Forêt,21340.0
87041,Châteauponsac,20760.0
87042,Le Châtenet-en-Dognon,22380.0
87043,Cheissoux,16540.0
87044,Chéronnac,19130.0
87045,Cieux,21370.0
87046,Cognac-la-Forêt,21990.0
87047,Compreignac,23350.0
87048,Coat-sur-Vienne,24810.0
87049,Coussac-Bonneval,20580.0
87050,Couzeix,24820.0
87051,La Croisille-sur-Briance,20940.0
87052,La Croix-sur-Gartempe,19330.0
87053,Cromac,19510.0
87054,Cussac,18760.0
87056,Dinsac,21420.0
87057,Dompierre-les-Églises,19990.0
87058,Domps,18680.0
87059,Le Dorat,19900.0
87060,Dournazac,18670.0
87061,Droux,20020.0
87062,Eybouleuf,22420.0
87063,Eyjeaux,24610.0
87064,Eymoutiers,20590.0
87065,Feytiat,24630.0
87066,Flavignac,21520.0
87067,Folles,19800.0
87068,Fromental,21740.0
87069,Gajoubert,15250.0
87070,La Geneytouse,25190.0
87071,Glaon,22060.0
87072,Glanges,21070.0
87073,Gorre,23070.0
87074,Les Gras-Chézeaux,21560.0
87075,Isle,25190.0
87076,Jabreilles-les-Bordes,20850.0
87077,Janailhac,22620.0
87078,Javerdat,21810.0
87079,La Jonchère-Saint-Maurice,21980.0
87080,Jouac,19430.0
87081,Jourgnac,25130.0
87082,Ladignac-le-Long,19230.0
87083,Laurière,20140.0
87084,Lavignac,22620.0
87085,Limoges,20590.0
87086,Linards,21470.0
87087,Lussac-les-Églises,18100.0
87088,Magnac-Bourg,22680.0
87089,Magnac-Laval,20200.0
87090,Mailhac-sur-Benaize,18870.0
87091,Maisonnais-sur-Tardoire,18430.0
87092,Marval,18360.0
87093,Masléon,21650.0
87094,Meilhac,23350.0
87095,Meuzac,21310.0
87096,La Meyze,22090.0
87097,Val d'Issoire,19170.0
87099,Moissannes,21130.0
87100,Montrol-Sénard,20930.0
87101,Mortemart,21300.0
87103,Nantiat,20990.0
87104,Nedde,19590.0
87105,Neuvic-Entier,20740.0
87106,Nexon,23090.0
87107,Nieul,24920.0
87108,Nouic,19450.0
87109,Oradour-Saint-Genest,18600.0
87110,Oradour-sur-Glane,22430.0
87111,Oradour-sur-Vayres,20050.0
87112,Pageas,20880.0
87113,Le Palais-sur-Vienne,22960.0
87114,Panazol,24410.0
87115,Pensol,20740.0
87116,Peyrat-de-Bellac,20970.0
87117,Peyrat-le-Château,20040.0
87118,Peyrilhac,22740.0
87119,Pierre-Buffière,22480.0
87120,La Porcherie,20110.0
87121,Rancon,18480.0
87122,Razès,23090.0
87123,Rempnat,17850.0
87124,Rilhac-Lastours,21300.0
87125,Rilhac-Rancon,25000.0
87126,Rochechouart,21820.0
87127,La Roche-l'Abeille,21420.0
87128,Saint-Pardoux-le-Lac,21330.0
87129,Royères,23750.0
87130,Roziers-Saint-Georges,23740.0
87131,Saillat-sur-Vienne,20730.0
87132,Saint-Ama-le-Petit,18650.0
87133,Saint-Ama-Magnazeix,20120.0
87134,Sainte-Anne-Saint-Priest,20280.0
87135,Saint-Auvent,20750.0
87137,Saint-Bazile,16660.0
87138,Saint-Bonnet-Briance,21430.0
87139,Saint-Bonnet-de-Bellac,19390.0
87140,Saint-Brice-sur-Vienne,22730.0
87141,Saint-Cyr,22060.0
87142,Saint-Denis-des-Murs,22160.0
87143,Saint-Gence,24730.0
87144,Saint-Genest-sur-Roselle,22190.0
87145,Saint-Georges-les-Laes,19640.0
87146,Saint-Germain-les-Belles,21940.0
87147,Saint-Gilles-les-Forêts,
87148,Saint-Hilaire-Bonneval,24420.0
87149,Saint-Hilaire-la-Treille,20340.0
87150,Saint-Hilaire-les-Places,21920.0
87151,Saint-Jean-Ligoure,22510.0
87152,Saint-Jouvent,24230.0
87153,Saint-Julien-le-Petit,18020.0
87154,Saint-Junien,22060.0
87155,Saint-Junien-les-Combes,22670.0
87156,Saint-Just-le-Martel,25500.0
87157,Saint-Laurent-les-Églises,22710.0
87158,Saint-Laurent-sur-Gorre,21060.0
87159,Saint-Léger-la-Montagne,21540.0
87160,Saint-Léger-Magnazeix,17690.0
87161,Saint-Léonard-de-Noblat,21480.0
87162,Sainte-Marie-de-Vaux,21810.0
87163,Saint-Martial-sur-Isop,17640.0
87164,Saint-Martin-de-Jussac,22040.0
87165,Saint-Martin-le-Mault,17810.0
87166,Saint-Martin-le-Vieux,23840.0
87167,Saint-Martin-Terressus,22860.0
87168,Saint-Mathieu,19980.0
87169,Saint-Maurice-les-Brousses,22990.0
87170,Saint-Méard,20290.0
87172,Saint-Ouen-sur-Gartempe,20710.0
87174,Saint-Paul,23630.0
87176,Saint-Priest-Ligoure,22630.0
87177,Saint-Priest-sous-Aixe,23990.0
87178,Saint-Priest-Taurion,23470.0
87179,Saint-Sornin-la-Marche,18360.0
87180,Saint-Sornin-Leulac,20420.0
87181,Saint-Sulpice-Laurière,20140.0
87182,Saint-Sulpice-les-Feuilles,20570.0
87183,Saint-Sylvestre,23130.0
87185,Saint-Victurnien,23220.0
87186,Saint-Vitte-sur-Briance,20040.0
87187,Saint-Yrieix-la-Perche,21760.0
87188,Saint-Yrieix-sous-Aixe,24150.0
87189,Les Salles-Lavauguyon,17740.0
87190,Sauviat-sur-Vige,20120.0
87191,Séreilhac,22700.0
87192,Solignac,25220.0
87193,Surdoux,
87194,Sussac,19960.0
87195,Tersannes,17390.0
87197,Thouron,22100.0
87198,Vaulry,19470.0
87199,Vayres,19040.0
87200,Verneuil-Moustiers,18230.0
87201,Verneuil-sur-Vienne,26710.0
87202,Veyrac,24700.0
87203,Vicq-sur-Breuilh,24000.0
87204,Videix,17460.0
87205,Le Vigen,25640.0
87206,Villefavard,18380.0
88001,Les Ableuvenettes,
88002,Ahéville,
88003,Aingeville,
88004,Ainvelle,23560.0
88005,Allarmont,21290.0
88006,Ambacourt,23500.0
88007,Ameuvelle,
88008,Anglemont,21610.0
88009,Anould,21740.0
88010,Aouze,21180.0
88011,Arches,22920.0
88012,Archettes,24210.0
88013,Aroffe,
88014,Arrentès-de-Corcieux,22200.0
88015,Attignéville,22150.0
88016,Attigny,21530.0
88017,Aulnois,22560.0
88019,Autigny-la-Tour,22500.0
88020,Autreville,24460.0
88021,Autrey,20310.0
88022,Auzainvilliers,21730.0
88023,Avillers,
88024,Avrainville,22780.0
88025,Avranville,
88026,Aydoilles,25190.0
88027,Badménil-aux-Bois,22070.0
88028,La Baffe,26120.0
88029,La Vôge-les-Bains,19550.0
88030,Bainville-aux-Saules,22020.0
88031,Balléville,24870.0
88032,Ban-de-Laveline,21800.0
88033,Ban-de-Sapt,21770.0
88035,Barbey-Seroux,20510.0
88036,Barville,
88037,Basse-sur-le-Rupt,23180.0
88038,Battexey,
88039,Baudricourt,23140.0
88040,Bayecourt,22230.0
88041,Bazegney,23930.0
88042,Bazien,
88043,Bazoilles-et-Ménil,22460.0
88044,Bazoilles-sur-Meuse,22920.0
88045,Beaufremont,
88046,Beauménil,21320.0
88047,Begnécourt,24500.0
88048,Bellefontaine,22970.0
88049,Belmont-lès-Darney,23830.0
88050,Belmont-sur-Buttant,22630.0
88051,Belmont-sur-Vair,22820.0
88052,Belrupt,
88053,Belval,21670.0
88054,Bertrimoutier,24340.0
88055,Bettegney-Saint-Brice,22730.0
88056,Bettoncourt,
88057,Le Beulay,
88058,Biécourt,
88059,Biffontaine,21150.0
88060,Blémerey,
88061,Bleurville,22470.0
88062,Blevaincourt,
88063,Bocquegney,23520.0
88064,Bois-de-Champ,24790.0
88065,Bonvillet,21340.0
88066,Boulaincourt,
88068,La Bourgonce,22790.0
88069,Bouxières-aux-Bois,25620.0
88070,Bouxurulles,24300.0
88071,Bouzemont,
88073,Brantigny,24500.0
88074,Brechainville,
88075,La Bresse,22260.0
88076,Brouvelieures,20680.0
88077,Brû,22160.0
88078,Bruyères,19050.0
88079,Bulgnéville,23400.0
88080,Bult,24090.0
88081,Bussang,22010.0
88082,Celles-sur-Plaine,20510.0
88083,Certilleux,23380.0
88084,Chamagne,24480.0
88085,Champdray,20970.0
88086,Champ-le-Duc,22290.0
88087,Chantraine,24500.0
88088,La Chapelle-aux-Bois,20100.0
88089,La Chapelle-devant-Bruyères,21300.0
88090,Charmes,20250.0
88091,Charmois-devant-Bruyères,23150.0
88092,Charmois-l'Orgueilleux,21370.0
88093,Châtas,
88094,Châtel-sur-Moselle,21150.0
88095,Châtenois,20120.0
88096,Châtillon-sur-Saône,20570.0
88097,Chauffecourt,
88098,Chaumousey,25130.0
88099,Chavelot,24050.0
88100,Chef-Haut,
88101,Cheniménil,23380.0
88102,Chermisey,
88103,Circourt,
88104,Circourt-sur-Mouzon,22650.0
88105,Claudon,20660.0
88106,Ban-sur-Meurthe-Clefcy,22610.0
88107,Clérey-la-Côte,
88108,Le Clerjus,19120.0
88109,Cleurie,23670.0
88110,Clézentaine,20190.0
88111,Coinches,22680.0
88113,Combrimont,19860.0
88114,Contrexéville,21040.0
88115,Corcieux,20900.0
88116,Cornimont,20340.0
88117,Courcelles-sous-Châtenois,
88118,Coussey,21380.0
88119,Crainvilliers,21630.0
88120,La Croix-aux-Mines,20930.0
88121,Damas-aux-Bois,23070.0
88122,Damas-et-Bettegney,23370.0
88123,Damblain,20400.0
88124,Darney,19800.0
88125,Darney-aux-Chênes,
88126,Darnieulles,22510.0
88127,Deinvillers,
88128,Denipaire,22910.0
88129,Derbamont,22920.0
88130,Destord,22310.0
88131,Deycimont,24400.0
88132,Deyvillers,25640.0
88133,Dignonville,25360.0
88134,Dinozé,24520.0
88135,Docelles,20150.0
88136,Dogneville,25440.0
88137,Dolaincourt,
88138,Dombasle-devant-Darney,
88139,Dombasle-en-Xaintois,21980.0
88140,Dombrot-le-Sec,23800.0
88141,Dombrot-sur-Vair,23530.0
88142,Domèvre-sur-Avière,24870.0
88143,Domèvre-sur-Durbion,22130.0
88144,Domèvre-sous-Montfort,
88145,Domfaing,22380.0
88146,Domjulien,23070.0
88147,Dommartin-aux-Bois,21910.0
88148,Dommartin-lès-Remiremont,23660.0
88149,Dommartin-lès-Vallois,
88150,Dommartin-sur-Vraine,21190.0
88151,Dompaire,22390.0
88152,Dompierre,23720.0
88153,Domptail,21560.0
88154,Domrémy-la-Pucelle,22200.0
88155,Domvallier,
88156,Doncières,21490.0
88157,Dounoux,23450.0
88158,Éloyes,21990.0
88159,Entre-deux-Eaux,23580.0
88160,Épinal,20140.0
88161,Escles,20110.0
88162,Esley,23260.0
88163,Essegney,23840.0
88164,Estrennes,22540.0
88165,Étival-Clairefontaine,22500.0
88166,Évaux-et-Ménil,23420.0
88167,Faucompierre,23550.0
88168,Fauconcourt,24480.0
88169,Fays,24460.0
88170,Ferdrupt,21320.0
88171,Fignévelle,
88172,Fiménil,21740.0
88173,Florémont,24490.0
88174,Fomerey,24390.0
88175,Fontenay,24410.0
88176,Fontenoy-le-Château,16860.0
88177,La Forge,23020.0
88178,Les Forges,26430.0
88179,Fouchécourt,
88180,Frain,21190.0
88181,Fraize,20290.0
88182,Frapelle,21510.0
88183,Frebécourt,23620.0
88184,Fremifontaine,20990.0
88185,Frenelle-la-Grae,24310.0
88186,Frenelle-la-Petite,
88187,Frénois,
88188,Fresse-sur-Moselle,20090.0
88189,Fréville,21830.0
88190,Frizon,23950.0
88192,Gelvécourt-et-Adompt,23140.0
88193,Gemaingoutte,24910.0
88194,Gemmelaincourt,22120.0
88195,Gereville,21330.0
88196,Gérardmer,22450.0
88197,Gerbamont,24050.0
88198,Gerbépal,22100.0
88199,Gignéville,
88200,Gigney,
88201,Girancourt,24610.0
88202,Gircourt-lès-Viéville,23600.0
88203,Girecourt-sur-Durbion,24080.0
88205,Girmont-Val-d'Ajol,21020.0
88206,Gironcourt-sur-Vraine,21090.0
88208,Godoncourt,16110.0
88209,Golbey,20430.0
88210,Gorhey,20640.0
88212,Gra,18560.0
88213,La Grae-Fosse,20250.0
88214,Grarupt-de-Bains,
88215,Grarupt,
88216,Gravillers,21640.0
88218,Granges-Aumontzey,20740.0
88219,Greux,24270.0
88220,Grignoncourt,
88221,Gruey-lès-Surance,18760.0
88222,Gugnécourt,23080.0
88223,Gugney-aux-Aulx,20420.0
88224,Hadigny-les-Verrières,24130.0
88225,Hadol,23950.0
88226,Hagécourt,25570.0
88227,Hagnéville-et-Roncourt,
88228,Haillainville,21810.0
88229,Harchéchamp,
88230,Hardancourt,
88231,Haréville,24250.0
88232,Harmonville,21170.0
88233,Harol,22580.0
88236,La Haye,19020.0
88237,Hennecourt,23880.0
88238,Hennezel,18810.0
88239,Hergugney,20530.0
88240,Herpelmont,19200.0
88241,Houécourt,22740.0
88242,Houéville,
88243,Housseras,24430.0
88244,La Houssière,21120.0
88245,Hurbache,22440.0
88246,Hymont,23520.0
88247,Igney,23530.0
88248,Isches,21580.0
88249,Jainvillotte,
88250,Jarménil,21850.0
88251,Jeanménil,23310.0
88252,Jésonville,22290.0
88253,Jeuxey,25280.0
88254,Jorxey,
88255,Jubainville,
88256,Jussarupt,22230.0
88257,Juvaincourt,21800.0
88258,Lamarche,19680.0
88259,Laaville,21070.0
88260,Langley,24900.0
88261,Laval-sur-Vologne,20920.0
88262,Laveline-devant-Bruyères,19400.0
88263,Laveline-du-Houx,22670.0
88264,Légéville-et-Bonfays,
88265,Lemmecourt,
88266,Lépanges-sur-Vologne,20130.0
88267,Lerrain,20980.0
88268,Lesseux,22400.0
88269,Liézey,23050.0
88270,Liffol-le-Gra,20410.0
88271,Lignéville,24720.0
88272,Lironcourt,
88273,Longchamp,27460.0
88274,Longchamp-sous-Châtenois,
88275,Lubine,20390.0
88276,Lusse,20350.0
88277,Luvigny,18560.0
88278,Maconcourt,
88279,Madecourt,
88280,Madegney,25310.0
88281,Madonne-et-Lamerey,22710.0
88283,Malaincourt,
88284,Maray,21950.0
88285,Mares-sur-Vair,24150.0
88286,Marainville-sur-Madon,
88287,Marey,
88288,Maroncourt,
88289,Martigny-les-Bains,21280.0
88290,Martigny-les-Gerbonvaux,19960.0
88291,Martinvelle,21850.0
88292,Mattaincourt,22330.0
88293,Maxey-sur-Meuse,23120.0
88294,Mazeley,23050.0
88295,Mazirot,23910.0
88296,Médonville,
88297,Méménil,23490.0
88298,Ménarmont,
88299,Ménil-en-Xaintois,23060.0
88300,Ménil-de-Senones,22260.0
88301,Ménil-sur-Belvitte,21510.0
88302,Le Ménil,21240.0
88303,Midrevaux,19250.0
88304,Mirecourt,19850.0
88305,Moncel-sur-Vair,22670.0
88306,Le Mont,
88307,Mont-lès-Lamarche,19110.0
88308,Mont-lès-Neufchâteau,22400.0
88309,Monthureux-le-Sec,23480.0
88310,Monthureux-sur-Saône,20500.0
88311,Montmotier,
88312,Morelmaison,23560.0
88313,Moriville,21260.0
88314,Morizécourt,24680.0
88315,Mortagne,21390.0
88316,Morville,
88317,Moussey,19570.0
88318,Moyemont,19580.0
88319,Moyenmoutier,20560.0
88320,Nayemont-les-Fosses,27230.0
88321,Neufchâteau,20430.0
88322,La Neuveville-devant-Lépanges,23090.0
88324,La Neuveville-sous-Châtenois,22320.0
88325,La Neuveville-sous-Montfort,22030.0
88326,Neuvillers-sur-Fave,24560.0
88327,Nomexy,20490.0
88328,Nompatelize,24140.0
88330,Nonville,19470.0
88331,Nonzeville,
88332,Norroy,25190.0
88333,Nossoncourt,18730.0
88334,Oëlleville,20420.0
88335,Offroicourt,20700.0
88336,Ollainville,
88338,Ortoncourt,
88340,Padoux,22490.0
88341,Pair-et-Grarupt,25200.0
88342,Pallegney,21860.0
88343,Parey-sous-Montfort,23480.0
88344,Pargny-sous-Mureau,22470.0
88345,La Petite-Fosse,
88346,La Petite-Raon,19070.0
88347,Pierrefitte,21580.0
88348,Pierrepont-sur-l'Arentèle,20840.0
88349,Plainfaing,19160.0
88350,Pleuvezain,
88351,Plombières-les-Bains,20570.0
88352,Pompierre,22170.0
88353,Pont-lès-Bonfays,19070.0
88354,Pont-sur-Madon,20920.0
88355,Portieux,21030.0
88356,Les Poulières,20930.0
88357,Poussay,23890.0
88358,Pouxeux,22160.0
88359,Prey,
88360,Provenchères-lès-Darney,24170.0
88361,Provenchères-et-Colroy,21280.0
88362,Le Puid,25010.0
88363,Punerot,23870.0
88364,Puzieux,24210.0
88365,Racécourt,22200.0
88366,Rainville,22610.0
88367,Rambervillers,18300.0
88368,Ramecourt,22780.0
88369,Ramonchamp,21070.0
88370,Rancourt,
88371,Raon-aux-Bois,23840.0
88372,Raon-l'Étape,19380.0
88373,Raon-sur-Plaine,20970.0
88374,Rapey,
88375,Raves,22290.0
88376,Rebeuville,25880.0
88377,Regnévelle,19240.0
88378,Regney,
88379,Rehaincourt,21720.0
88380,Rehaupal,23560.0
88381,Relanges,22240.0
88382,Remicourt,
88383,Remiremont,20340.0
88385,Remoncourt,22160.0
88386,Remomeix,21390.0
88387,Removille,22120.0
88388,Renauvoid,25290.0
88389,Repel,
88390,Robécourt,21380.0
88391,Rochesson,22240.0
88393,Rollainville,25450.0
88394,Romain-aux-Bois,
88395,Romont,21620.0
88398,Les Rouges-Eaux,
88399,Le Roulier,23740.0
88400,Rouvres-en-Xaintois,21620.0
88401,Rouvres-la-Chétive,21910.0
88402,Roville-aux-Chênes,22410.0
88403,Rozerotte,21890.0
88404,Rozières-sur-Mouzon,
88406,Rugney,24980.0
88407,Ruppes,25430.0
88408,Rupt-sur-Moselle,20640.0
88409,Saint-Amé,22470.0
88410,Sainte-Barbe,20360.0
88411,Saint-Baslemont,
88412,Saint-Benoît-la-Chipotte,21880.0
88413,Saint-Dié-des-Vosges,18770.0
88415,Saint-Étienne-lès-Remiremont,21940.0
88416,Saint-Genest,
88417,Saint-Gorgon,21910.0
88418,Sainte-Hélène,21350.0
88419,Saint-Jean-d'Ormont,23490.0
88421,Saint-Julien,23520.0
88423,Saint-Léonard,21440.0
88424,Sainte-Marguerite,22350.0
88425,Saint-Maurice-sur-Mortagne,22310.0
88426,Saint-Maurice-sur-Moselle,21080.0
88427,Saint-Menge,20850.0
88428,Saint-Michel-sur-Meurthe,22670.0
88429,Saint-Nabord,23590.0
88430,Saint-Ouen-lès-Parey,20530.0
88431,Saint-Paul,20900.0
88432,Saint-Pierremont,21090.0
88433,Saint-Prancher,
88434,Saint-Remimont,24420.0
88435,Saint-Remy,24220.0
88436,Saint-Stail,
88437,Saint-Vallier,
88438,La Salle,21190.0
88439,Sanchey,26190.0
88440,Saaucourt,22650.0
88441,Sans-Vallois,24440.0
88442,Sapois,21760.0
88443,Sartes,
88444,Le Saulcy,21890.0
88445,Saulcy-sur-Meurthe,22090.0
88446,Saulxures-lès-Bulgnéville,21560.0
88447,Saulxures-sur-Moselotte,20760.0
88448,Sauville,20620.0
88449,Savigny,24820.0
88450,Senaide,21280.0
88451,Senones,18380.0
88452,Senonges,18850.0
88453,Seraumont,
88454,Sercœur,21920.0
88455,Serécourt,21960.0
88456,Serocourt,
88457,Sionne,21340.0
88458,Socourt,24620.0
88459,Soncourt,
88460,Soulosse-sous-Saint-Élophe,22600.0
88461,Suriauville,22530.0
88462,Le Syicat,22900.0
88463,Taintrux,24380.0
88464,Teon,23660.0
88465,Thaon-les-Vosges,21080.0
88466,They-sous-Montfort,23330.0
88467,Thiéfosse,20540.0
88468,Le Thillot,19090.0
88469,Thiraucourt,22200.0
88470,Le Tholy,22760.0
88471,Les Thons,19730.0
88472,Thuillières,25200.0
88473,Tignécourt,
88474,Tilleux,
88475,Tollaincourt,21140.0
88476,Totainville,24000.0
88477,Trampot,
88478,Tranqueville-Graux,
88479,Trémonzey,19240.0
88480,Ubexy,20840.0
88481,Uriménil,21920.0
88482,Urville,
88483,Uxegney,24530.0
88484,Uzemain,22720.0
88485,La Vacheresse-et-la-Rouillie,23290.0
88486,Vagney,22420.0
88487,Le Val-d'Ajol,20800.0
88488,Valfroicourt,22180.0
88489,Valleroy-aux-Saules,23470.0
88490,Valleroy-le-Sec,24270.0
88491,Les Vallois,21210.0
88492,Le Valtin,
88493,Varmonzey,
88494,Vaubexy,18420.0
88495,Vaudéville,24720.0
88496,Vaudoncourt,23750.0
88497,Vaxoncourt,22790.0
88498,Vecoux,23810.0
88499,Velotte-et-Tatignécourt,22270.0
88500,Ventron,21910.0
88501,Le Vermont,
88502,Vervezelle,25980.0
88503,Vexaincourt,21190.0
88504,Vicherey,19810.0
88505,Vienville,20950.0
88506,Vieux-Moulin,21530.0
88507,Villers,24960.0
88508,Ville-sur-Illon,23190.0
88509,Villoncourt,
88510,Villotte,20850.0
88511,Villouxel,
88512,Viménil,22700.0
88513,Vincey,20840.0
88514,Viocourt,22090.0
88515,Vioménil,19120.0
88516,Vittel,24530.0
88517,Viviers-le-Gras,22410.0
88518,Viviers-lès-Offroicourt,
88519,La Voivre,24970.0
88520,Les Voivres,19310.0
88521,Vomécourt,21120.0
88522,Vomécourt-sur-Madon,
88523,Vouxey,21050.0
88524,Vrécourt,21830.0
88525,Vroville,23540.0
88526,Wisembach,20900.0
88527,Xaffévillers,19390.0
88528,Xamontarupt,24820.0
88529,Xaronval,22370.0
88530,Xertigny,20540.0
88531,Xonrupt-Longemer,24300.0
88532,Zincourt,
89002,Aigremont,
89003,Montholon,23160.0
89004,Aisy-sur-Armançon,19960.0
89005,Ancy-le-Franc,20190.0
89006,Ancy-le-Libre,23440.0
89007,Aryes,21870.0
89008,Angely,22920.0
89009,Annay-la-Côte,24900.0
89010,Annay-sur-Serein,23350.0
89011,Annéot,27990.0
89012,Annoux,
89013,Appoigny,23740.0
89014,Arces-Dilo,21460.0
89015,Arcy-sur-Cure,21550.0
89016,Argentenay,
89017,Argenteuil-sur-Armançon,22730.0
89018,Armeau,22500.0
89019,Arthonnay,19140.0
89020,Asnières-sous-Bois,24180.0
89021,Asquins,22760.0
89022,Athie,23100.0
89023,Augy,22710.0
89024,Auxerre,20340.0
89025,Avallon,19840.0
89027,Bagneaux,22890.0
89028,Baon,
89029,Bassou,23170.0
89030,Bazarnes,21920.0
