dep,codgeo,libgeo,population,revenu_median,categorie_revenu,pression_socioeco,cluster
26,26356,Truinas,135.0,13860.0,Très faible,0.0200740784902104,0
68,68044,Le Bonhomme,749.0,23460.0,Moyen,0.0855979240470487,3
51,51250,Fismes,5803.0,20690.0,Très faible,0.720806860001544,0
28,28248,Le Mesnil-Thomas,334.0,21450.0,Faible,0.0405771123417084,0
80,80679,Ronssoy,582.0,21160.0,Très faible,0.0713112656928673,0
08,08311,Mouzon,2234.0,20730.0,Très faible,0.2771710517383072,0
43,43257,Vergezac,486.0,21960.0,Faible,0.0581548183223627,0
60,60016,Ansacq,271.0,27770.0,Élevé,0.0267836128463967,3
14,14562,Saint-Aubin-sur-Mer,2139.0,25140.0,Élevé,0.2315692180961668,3
63,63355,Saint-Gervais-sous-Meymont,216.0,19590.0,Très faible,0.0276817090077154,0
17,17417,Salignac-de-Mirambeau,166.0,20950.0,Très faible,0.0204646049573563,0
49,49240,La Plaine,1013.0,21480.0,Faible,0.1229587673753251,0
52,52313,Mareilles,139.0,24810.0,Élevé,0.015212644142032,3
37,37220,Saint-Germain-sur-Vienne,356.0,21370.0,Faible,0.0433519509423964,0
42,42110,L' Horme,4845.0,21200.0,Très faible,0.5929531763870627,0
24,24412,Saint-Geniès,902.0,21470.0,Faible,0.1095178314750546,0
42,42116,Juré,246.0,21020.0,Très faible,0.0302653351817688,0
12,12204,La Roque-Sainte-Marguerite,177.0,20250.0,Très faible,0.0222648480869321,0
25,25359,Malans,154.0,21570.0,Faible,0.0186429606619198,0
12,12250,Saint-Symphorien-de-Thénières,214.0,20860.0,Très faible,0.0264511240468026,0
65,65395,Saint-Pé-de-Bigorre,1154.0,21290.0,Faible,0.1408594624755851,0
63,63406,Sardon,298.0,25930.0,Élevé,0.0314177001361356,3
73,73242,Saint-Jean-d'Arves,270.0,20440.0,Très faible,0.0337794281247996,0
86,86158,Migné-Auxances,6197.0,24800.0,Élevé,0.6784434134956767,3
02,02790,Vesles-et-Caumont,242.0,21970.0,Faible,0.0289490738617154,0
32,32353,Sabaillan,151.0,18110.0,Très faible,0.0201526928230955,0
37,37087,Courcoué,241.0,23150.0,Moyen,0.0278100084593323,3
64,64458,Préchacq-Josbaig,292.0,23780.0,Moyen,0.0330356569534811,3
72,72147,La Guierche,1231.0,23810.0,Moyen,0.1391377978310454,3
70,70219,Esprels,723.0,21850.0,Faible,0.086799364706714,0
62,62076,Bainghen,215.0,23660.0,Moyen,0.0244166869196259,3
11,11429,Villemoustaussou,4468.0,23540.0,Moyen,0.5093348422582009,3
31,31005,Alan,287.0,23630.0,Moyen,0.0326243028860588,3
55,55193,Forges-sur-Meuse,123.0,21200.0,Très faible,0.01505330045317,0
32,32394,Saint-Médard,343.0,21850.0,Faible,0.0411786750959929,0
51,51362,Merfy,598.0,30160.0,Élevé,0.0539784005209707,2
78,78009,Allainville,282.0,26680.0,Élevé,0.0289726617463658,3
84,84035,Cavaillon,25923.0,18750.0,Très faible,3.400249387463144,0
38,38295,Parmilieu,727.0,24010.0,Moyen,0.0816503230659057,3
40,40266,Saint-Julien-en-Born,1689.0,22370.0,Faible,0.199623514991921,0
26,26285,Rousset-les-Vignes,276.0,23430.0,Moyen,0.0315717741911928,3
71,71584,Viré,1210.0,25290.0,Élevé,0.1303445714031387,3
11,11260,Mouthoumet,112.0,14500.0,Très faible,0.0163970929212653,0
19,19279,Vars-sur-Roseix,398.0,21270.0,Très faible,0.0486091813915255,0
29,29168,Plogoff,1201.0,20970.0,Très faible,0.1479740775256164,0
44,44215,Vertou,26002.0,27590.0,Élevé,2.5866212618384634,2
87,87172,Saint-Ouen-sur-Gartempe,215.0,20710.0,Très faible,0.0266903367432653,0
17,17322,Saint-Cyr-du-Doret,685.0,21810.0,Faible,0.0823355188519371,0
28,28247,Le Mesnil-Simon,572.0,26560.0,Élevé,0.0590133026105222,3
66,66164,Rivesaltes,9099.0,20150.0,Très faible,1.147825935572614,0
10,10221,Maizières-lès-Brienne,159.0,21520.0,Faible,0.0192767506324668,0
78,78160,Chevreuse,5536.0,33230.0,Élevé,0.438781113310673,2
58,58177,Montigny-en-Morvan,287.0,19080.0,Très faible,0.0373054942494006,0
19,19098,Lagarde-Enval,946.0,22510.0,Faible,0.1113333099404609,0
43,43151,Pinols,185.0,19580.0,Très faible,0.0237155029929347,0
54,54212,Fresnois-la-Montagne,410.0,28280.0,Élevé,0.039771754565786,2
39,39551,Véria,114.0,20820.0,Très faible,0.014107132326325,0
38,38500,Têche,591.0,22980.0,Moyen,0.0685581508886811,3
95,95205,Écouen,7145.0,25760.0,Élevé,0.7576410625799729,3
50,50193,Le Fresne-Poret,219.0,20820.0,Très faible,0.0271005436795192,0
50,50437,Roncey,784.0,20400.0,Très faible,0.0981978694094779,0
73,73278,Saint-Rémy-de-Maurienne,1237.0,24410.0,Moyen,0.1371553400849373,3
2B,2B029,Barbaggio,319.0,22110.0,Faible,0.0380000463240244,0
68,68128,Heimersdorf,655.0,29260.0,Élevé,0.0612367295976946,2
02,02561,Nouvion-le-Vineux,145.0,26750.0,Élevé,0.014860905047518,3
45,45215,Montliard,237.0,22620.0,Faible,0.0277987163868933,0
59,59091,Borre,576.0,25740.0,Élevé,0.0611191486529325,3
77,77328,Nanteau-sur-Essonne,407.0,26870.0,Élevé,0.0415379422387996,3
58,58239,Saint-Firmin,155.0,22300.0,Faible,0.0183584004364558,0
71,71397,Sainte-Cécile,279.0,23490.0,Moyen,0.0318549363505452,3
05,05054,La Fare-en-Champsaur,463.0,20290.0,Très faible,0.0581744270957727,0
57,57541,Philippsbourg,608.0,22950.0,Moyen,0.0705955992351749,3
19,19198,Saint-Éloy-les-Tuileries,108.0,17650.0,Très faible,0.0145919386363747,0
22,22029,Canihuel,347.0,19910.0,Très faible,0.0440720983812153,0
89,89333,Saint-André-en-Terre-Plaine,154.0,21370.0,Faible,0.0187533720368793,0
25,25305,L' Hôpital-du-Grosbois,592.0,24350.0,Moyen,0.0657667505817492,3
29,29072,Guilvinec,2682.0,22440.0,Faible,0.3163135331625217,0
65,65377,Réjaumont,152.0,22520.0,Faible,0.0178832013499416,0
21,21032,Aubigny-la-Ronce,167.0,21430.0,Faible,0.0203005293524245,0
65,65236,Julos,463.0,23440.0,Moyen,0.052946197556495,3
54,54167,Dommartin-lès-Toul,1934.0,24910.0,Élevé,0.2109703987921064,3
34,34299,Sérignan,8123.0,21240.0,Très faible,0.9929649843817444,0
17,17100,Chérac,1130.0,23000.0,Moyen,0.1310030963895045,3
04,04039,Castellane,1456.0,21120.0,Très faible,0.1786094700527449,0
13,13045,Graveson,4791.0,23070.0,Moyen,0.5542277129904143,3
59,59256,Fretin,3227.0,26580.0,Élevé,0.3326985812065187,3
11,11409,Vignevieille,106.0,19230.0,Très faible,0.0137213377752489,0
28,28273,Moulhard,138.0,23490.0,Moyen,0.0157562050766137,3
27,27505,Saint-Agnan-de-Cernières,160.0,21950.0,Faible,0.0191513548566199,0
19,19187,Saint-Bonnet-la-Rivière,419.0,22890.0,Moyen,0.0487407071495536,3
89,89250,Méré,177.0,20350.0,Très faible,0.0222013973941794,0
76,76309,Gonzeville,130.0,25040.0,Élevé,0.0141204677261578,3
67,67382,Quatzenheim,767.0,29070.0,Élevé,0.0722301536066134,2
71,71152,Cressy-sur-Somme,172.0,19830.0,Très faible,0.0218948624372706,0
64,64244,Geüs-d'Oloron,263.0,23730.0,Moyen,0.0298018583418818,3
89,89029,Bassou,881.0,23170.0,Moyen,0.1015991491716652,3
52,52107,Chantraines,209.0,21550.0,Faible,0.0253161452992071,0
70,70291,Jonvelle,109.0,20600.0,Très faible,0.0135743615942962,0
49,49174,Lézigné,1311.0,21360.0,Faible,0.1596942091297236,0
60,60195,Delincourt,520.0,26740.0,Élevé,0.0533129210518963,3
46,46194,Milhac,193.0,19630.0,Très faible,0.0247064450831967,0
91,91130,Chalo-Saint-Mars,1031.0,27810.0,Élevé,0.1017484913106527,3
25,25131,Châtelblanc,109.0,29230.0,Élevé,0.0102022619812053,2
36,36179,Saint-Aoustrille,224.0,23910.0,Moyen,0.0252380328362081,3
39,39320,Maynal,335.0,23550.0,Moyen,0.0381767045239596,3
70,70170,Contréglise,116.0,23780.0,Moyen,0.0131237541322048,3
30,30161,Massanes,207.0,20490.0,Très faible,0.025860459038618,0
18,18213,Saint-Germain-du-Puy,4924.0,21990.0,Faible,0.588676886478321,0
27,27367,Lieurey,1477.0,21380.0,Faible,0.1798089390807145,0
60,60039,Bacouël,482.0,21200.0,Très faible,0.0589893562473816,0
27,27068,Bois-Anzeray,178.0,18540.0,Très faible,0.023481775017371,0
55,55368,Naives-en-Blois,152.0,22050.0,Faible,0.0181392983832894,0
43,43079,Couteuges,291.0,21820.0,Faible,0.034967139058293,0
91,91195,Dannemois,843.0,28770.0,Élevé,0.0802938404592598,2
22,22182,Plélo,3230.0,23430.0,Moyen,0.3694812704259162,3
07,07145,Lussas,1148.0,23940.0,Moyen,0.1292214582935664,3
10,10031,Barbuise,461.0,23430.0,Moyen,0.052734014138188,3
23,23208,Saint-Léger-le-Guérétois,404.0,22200.0,Faible,0.0479951077379355,0
39,39159,Colonne,259.0,23420.0,Moyen,0.0296364205186876,3
82,82105,Mas-Grenier,1324.0,21950.0,Faible,0.1584774614385297,0
14,14198,Cresseveuille,255.0,22950.0,Moyen,0.0296083516529105,3
66,66132,Palau-de-Cerdagne,412.0,21020.0,Très faible,0.0506882849385722,0
76,76138,Bracquetuit,332.0,23800.0,Moyen,0.0375372864411176,3
61,61395,Saint-Germain-des-Grois,215.0,23400.0,Moyen,0.0246170763956077,3
80,80344,Francières,174.0,25000.0,Élevé,0.0189246530594627,3
53,53255,Sainte-Suzanne,1224.0,21940.0,Faible,0.146551742420334,0
46,46118,Gignac,675.0,22670.0,Faible,0.0790525728393412,0
62,62866,Waben,430.0,24270.0,Moyen,0.047893084759645,3
22,22059,Le Foeil,1394.0,23110.0,Moyen,0.1610594386115286,3
18,18257,Sury-près-Léré,655.0,24040.0,Moyen,0.0734934676536749,3
86,86159,Millac,495.0,19850.0,Très faible,0.0629758879925526,0
31,31346,Mirepoix-sur-Tarn,1123.0,22780.0,Faible,0.1310772297412631,0
22,22233,Plourivo,2263.0,22190.0,Faible,0.2689250068777324,0
25,25288,Fournets-Luisans,735.0,29430.0,Élevé,0.0682681059423182,2
09,09008,Alos,118.0,16990.0,Très faible,0.0162222271137807,0
45,45081,Charsonville,614.0,22290.0,Faible,0.0727449645662868,0
01,01188,Illiat,689.0,24070.0,Moyen,0.0772342982417119,3
87,87042,Le Châtenet-en-Dognon,392.0,22380.0,Faible,0.0463165680557583,0
95,95487,Persan,13996.0,19590.0,Très faible,1.7936722188517835,0
80,80683,Rouy-le-Grand,101.0,23050.0,Moyen,0.0116910231507086,3
24,24294,Montpon-Ménestérol,5834.0,20380.0,Très faible,0.7311406835886267,0
78,78505,Prunay-le-Temple,411.0,29990.0,Élevé,0.0373493361687433,2
71,71170,Demigny,1776.0,23940.0,Moyen,0.1999105487189668,3
25,25629,Voillans,196.0,24140.0,Moyen,0.0219216766283322,3
33,33140,Créon,4880.0,22410.0,Faible,0.5760691979805048,0
28,28106,Conie-Molitard,395.0,24100.0,Moyen,0.0442355287248649,3
86,86285,Verrières,940.0,23780.0,Moyen,0.1063476627954531,3
18,18247,Savigny-en-Septaine,734.0,24760.0,Élevé,0.0804630781544494,3
24,24264,Ménesplet,1887.0,21410.0,Faible,0.2295191154589715,0
60,60125,Canly,746.0,25750.0,Élevé,0.0791310437808303,3
24,24189,Fougueyrolles,448.0,21640.0,Faible,0.054121648525626,0
49,49002,Allonnes,2933.0,21190.0,Très faible,0.359059046043168,0
22,22279,Saint-Caradec,1131.0,21350.0,Faible,0.1378087746767433,0
08,08427,Sorbon,213.0,26340.0,Élevé,0.0221432163352315,3
67,67514,Waldhambach,625.0,22960.0,Moyen,0.0725470844397359,3
12,12236,Saint-Laurent-de-Lévézou,153.0,21410.0,Faible,0.0186096580101868,0
44,44009,Basse-Goulaine,9555.0,29050.0,Élevé,0.9005013727482096,2
10,10176,Jaucourt,149.0,23640.0,Moyen,0.0169320145242349,3
38,38249,Montbonnot-Saint-Martin,5495.0,33450.0,Élevé,0.4311978234826477,2
88,88318,Moyemont,220.0,19580.0,Très faible,0.0282022197753818,0
68,68018,Balschwiller,743.0,26900.0,Élevé,0.0757498029662411,3
95,95142,Chars,2028.0,25320.0,Élevé,0.2182437122697176,3
27,27698,Vitot,560.0,24400.0,Moyen,0.0621114171136079,3
81,81056,Campagnac,158.0,21910.0,Faible,0.0189346187614882,0
40,40325,Vielle-Tursan,280.0,22790.0,Faible,0.0326717295903028,3
14,14438,Mondrainville,571.0,25240.0,Élevé,0.0616120565768591,3
39,39253,Gigny,270.0,21580.0,Faible,0.0326760313321843,0
10,10362,Sainte-Savine,10515.0,21590.0,Faible,1.27217294674881,0
61,61261,Le Ménil-Broût,175.0,22350.0,Faible,0.0206958594313381,0
89,89352,Saint-Martin-des-Champs,260.0,22250.0,Faible,0.0308413384197071,0
76,76013,Angerville-la-Martel,1083.0,23290.0,Moyen,0.1244284216413045,3
28,28217,Louvilliers-lès-Perche,188.0,21630.0,Faible,0.0227185026161896,0
49,49056,Carbay,272.0,22740.0,Faible,0.0317870046766659,0
28,28095,Chauffours,282.0,25610.0,Élevé,0.0300543347424792,3
23,23078,Faux-Mazuras,191.0,22010.0,Faible,0.0228208482251213,0
01,01331,Saint-Alban,192.0,24030.0,Moyen,0.021550006129767,3
03,03165,Le Mayet-de-Montagne,1387.0,19350.0,Très faible,0.1789457587243343,0
77,77275,Les Marêts,152.0,24460.0,Moyen,0.016826119978251,3
54,54022,Arnaville,558.0,24390.0,Moyen,0.0619095937236656,3
66,66019,Bélesta,212.0,17990.0,Très faible,0.0283850438053473,0
65,65473,Villelongue,368.0,22200.0,Faible,0.0437183159593076,0
22,22261,Quintenic,363.0,21880.0,Faible,0.043540725715298,0
79,79202,Parthenay,10058.0,20240.0,Très faible,1.2655574054527357,0
48,48136,Saint-André-de-Lancize,159.0,16960.0,Très faible,0.0218758630772938,0
88,88409,Saint-Amé,2151.0,22470.0,Faible,0.2534563732458997,0
02,02545,La Neuville-Bosmont,187.0,20610.0,Très faible,0.0232814213892382,0
03,03027,Bézenet,923.0,19450.0,Très faible,0.118751269488839,0
17,17067,Brie-sous-Matha,172.0,22540.0,Faible,0.020223922499084,0
08,08323,La Neuville-lès-Wasigny,161.0,19590.0,Très faible,0.0206331256955656,0
11,11004,Alaigne,332.0,18170.0,Très faible,0.0442378229872017,0
27,27285,Giverny,467.0,28020.0,Élevé,0.0457362630759384,2
25,25398,Montflovin,118.0,36770.0,Élevé,0.0078551957627876,2
88,88157,Dounoux,866.0,23450.0,Moyen,0.0990000725746872,3
58,58222,Rix,155.0,25300.0,Élevé,0.0166914754573587,3
79,79049,Bressuire,19906.0,21350.0,Faible,2.4254831730462008,0
43,43178,Saint-Didier-sur-Doulon,195.0,18040.0,Très faible,0.0260739329794895,0
63,63230,Le Monestier,237.0,22680.0,Faible,0.027747740745597,0
45,45223,Nesploy,364.0,20560.0,Très faible,0.0453830900674639,0
57,57605,Sailly-Achâtel,311.0,24060.0,Moyen,0.0348730743024833,3
71,71550,Uchizy,815.0,22870.0,Moyen,0.0948643420819248,3
10,10312,Racines,171.0,19420.0,Très faible,0.022018895994855,0
24,24059,Bourgnac,351.0,22550.0,Faible,0.0412583290164995,0
23,23005,Arfeuille-Châtain,200.0,18620.0,Très faible,0.02632666031503,0
95,95055,Bellefontaine,471.0,26970.0,Élevé,0.0479008637428808,3
86,86218,Saint-Clair,202.0,18720.0,Très faible,0.0265175142631744,0
61,61436,Sainte-Opportune,240.0,22730.0,Faible,0.0280559605514094,0
42,42160,Nollieux,187.0,22370.0,Faible,0.0221015969825276,0
27,27580,Saint-Ouen-de-Thouberville,2446.0,25260.0,Élevé,0.2637529867657068,3
08,08412,Senuc,154.0,15850.0,Très faible,0.0218007259857629,0
72,72268,Saint-Biez-en-Belin,709.0,23320.0,Moyen,0.0813824320902327,3
71,71195,Farges-lès-Mâcon,222.0,26520.0,Élevé,0.0229355971898114,3
57,57274,Guerting,866.0,24530.0,Moyen,0.0956472949522143,3
91,91180,Courances,325.0,33100.0,Élevé,0.0259108252664811,2
62,62436,Herlin-le-Sec,161.0,22130.0,Faible,0.0191671637580345,0
59,59325,Jolimetz,858.0,25130.0,Élevé,0.0929182699025648,3
56,56189,Radenac,1067.0,21840.0,Faible,0.1281363439039477,0
29,29286,Tréflévénez,241.0,23590.0,Moyen,0.0274298778684002,3
36,36055,Clion,999.0,20710.0,Très faible,0.1240169600303352,0
64,64095,Barinque,589.0,23340.0,Moyen,0.0675660258194017,3
26,26008,Ancône,1359.0,22900.0,Moyen,0.1580386837666125,3
88,88530,Xertigny,2579.0,20540.0,Très faible,0.3217315770623225,0
67,67084,Dambach-la-Ville,2207.0,25480.0,Élevé,0.2362409814752182,3
55,55466,Salmagne,287.0,23080.0,Moyen,0.0331901611827265,3
68,68052,Bretten,188.0,27320.0,Élevé,0.018883786511588,3
80,80578,Moyenneville,710.0,22860.0,Moyen,0.0826680076515312,3
49,49090,Cheffes,1015.0,21980.0,Faible,0.1213822506714384,0
50,50443,Sacey,515.0,22670.0,Faible,0.0603141852033492,0
61,61475,Soligny-la-Trappe,638.0,20270.0,Très faible,0.0802083433393641,0
69,69291,Saint-Symphorien-d'Ozon,5965.0,26560.0,Élevé,0.6154097029226664,3
51,51088,Brimont,453.0,27240.0,Élevé,0.045631802443915,3
23,23026,Bord-Saint-Georges,364.0,18890.0,Très faible,0.0475622091132565,0
37,37123,Langeais,4335.0,22380.0,Faible,0.5121998023513071,0
56,56191,Réminiac,430.0,20930.0,Très faible,0.0530415528348691,0
56,56181,Port-Louis,2679.0,23780.0,Moyen,0.3030908389670415,3
58,58236,Sainte-Colombe-des-Bois,137.0,24890.0,Élevé,0.0149544679334416,3
21,21345,Léry,198.0,19830.0,Très faible,0.0252045509452301,0
79,79256,Saint-Germier,250.0,21250.0,Très faible,0.0305513293211933,0
72,72359,Torcé-en-Vallée,1436.0,22880.0,Moyen,0.1670960012981968,3
59,59225,Feignies,6752.0,19550.0,Très faible,0.866277897317688,0
78,78686,Viroflay,16960.0,36100.0,Élevé,1.169752595051959,2
56,56122,Loyat,1701.0,21060.0,Très faible,0.2090298113336453,0
63,63363,Saint-Jacques-d'Ambur,286.0,20610.0,Très faible,0.0356068797717761,0
63,63332,Saint-Clément-de-Régnat,527.0,23920.0,Moyen,0.0593580872223277,3
86,86181,Nueil-sous-Faye,215.0,18390.0,Très faible,0.0284784274520258,0
04,04028,Beynes,121.0,17870.0,Très faible,0.0162529487203847,0
73,73025,Avressieux,531.0,23200.0,Moyen,0.06117915795218,3
78,78442,Neauphle-le-Château,3340.0,31940.0,Élevé,0.2801724487447562,2
40,40013,Arthez-d'Armagnac,95.0,20740.0,Très faible,0.0117831879705206,0
58,58233,Saint-Benin-des-Bois,184.0,21140.0,Très faible,0.0225583344268002,0
60,60415,Montépilloy,144.0,36760.0,Élevé,0.0095911636990835,2
78,78423,Montigny-le-Bretonneux,31777.0,30360.0,Élevé,2.845564471006419,2
09,09268,Saint-Lizier,1377.0,24330.0,Moyen,0.1530730755692029,3
32,32339,Razengues,249.0,26630.0,Élevé,0.0256268744544504,3
69,69160,Poule-les-Écharmeaux,1036.0,23210.0,Moyen,0.1193255878778737,3
19,19254,Ségur-le-Château,201.0,19370.0,Très faible,0.0259178872927366,0
30,30033,Beauvoisin,5581.0,22300.0,Faible,0.6610208570055499,0
10,10062,Briel-sur-Barse,198.0,23040.0,Moyen,0.022926133357672,3
53,53145,Marigné-Peuton,544.0,21990.0,Faible,0.0650366015930557,0
68,68114,Guevenatten,147.0,27730.0,Élevé,0.0145494589352945,3
74,74166,Marin,1902.0,30790.0,Élevé,0.1673883046590475,2
57,57398,Leyviller,508.0,21890.0,Faible,0.0609148159135593,0
45,45220,Nancray-sur-Rimarde,572.0,23320.0,Moyen,0.0656569127723739,3
17,17365,Saint-Martin-d'Ary,471.0,21300.0,Faible,0.0574742827567029,0
54,54059,Belleau,749.0,25890.0,Élevé,0.0790733645917686,3
68,68297,Saint-Louis,22698.0,24530.0,Moyen,2.506931063308731,3
77,77326,Nandy,6294.0,24330.0,Moyen,0.6996673475908229,3
35,35329,Sougéal,540.0,21030.0,Très faible,0.0664167437800501,0
76,76112,Le Bois-Robert,374.0,23840.0,Moyen,0.0422323509220273,3
58,58264,Saint-Pierre-le-Moûtier,1832.0,19970.0,Très faible,0.2322863184678197,0
59,59275,Gruson,1237.0,35560.0,Élevé,0.0877120150947319,2
52,52060,Bourbonne-les-Bains,1969.0,20240.0,Très faible,0.2477512956190531,0
03,03133,Jenzat,515.0,21720.0,Faible,0.0620680412163024,0
17,17200,Lagord,7387.0,27680.0,Élevé,0.7324590957796209,2
51,51642,Villiers-aux-Corneilles,110.0,23740.0,Moyen,0.0124607123168633,3
24,24209,Hautefaye,134.0,16480.0,Très faible,0.0186668353293623,0
28,28426,Ymonville,486.0,23910.0,Moyen,0.0547575176714158,3
68,68153,Illhaeusern,723.0,28010.0,Élevé,0.0708338798875633,2
46,46260,Sainte-Colombe,230.0,20150.0,Très faible,0.0290141735555227,0
42,42134,Marcilly-le-Châtel,1390.0,23650.0,Moyen,0.1579065485951512,3
60,60667,Verberie,3819.0,23350.0,Moyen,0.4379524902807411,3
13,13007,Auriol,12839.0,26260.0,Élevé,1.3384085513477983,3
62,62820,Tincques,806.0,24630.0,Moyen,0.0887315279206571,3
45,45233,Ondreville-sur-Essonne,394.0,27230.0,Élevé,0.0397027116085872,3
57,57747,Wintersbourg,263.0,25290.0,Élevé,0.028331092792583,3
42,42337,Vivans,220.0,21460.0,Faible,0.0267195527402107,0
68,68331,Sundhoffen,1949.0,27020.0,Élevé,0.197864640280106,3
89,89346,Saint-Georges-sur-Baulche,3201.0,26570.0,Élevé,0.3301327714134247,3
67,67165,Grandfontaine,384.0,24000.0,Moyen,0.0431413089815969,3
34,34088,Cournonterral,6654.0,22850.0,Moyen,0.7749891272398508,0
94,94033,Fontenay-sous-Bois,51812.0,25750.0,Élevé,5.495894960284691,2
29,29048,Edern,2217.0,23250.0,Moyen,0.2550342521680488,3
84,84119,Saint-Saturnin-lès-Avignon,5119.0,25480.0,Élevé,0.5479463453428374,3
08,08043,Balan,1612.0,22950.0,Moyen,0.1871712269195757,3
32,32346,Roquebrune,209.0,22470.0,Faible,0.0246268628583882,0
53,53240,Saint-Martin-du-Limet,429.0,22110.0,Faible,0.051103510573688,0
19,19278,Varetz,2462.0,23210.0,Moyen,0.2835710399182675,3
12,12243,Saint-Rome-de-Cernon,959.0,22640.0,Faible,0.1124163451548369,0
47,47260,Saint-Maurin,388.0,20410.0,Très faible,0.0485840162015185,0
08,08148,L' Écaille,266.0,23000.0,Moyen,0.0308378970262019,3
57,57580,Riche,185.0,18860.0,Très faible,0.0241929963417858,0
30,30102,Dions,537.0,22280.0,Faible,0.063641475005174,0
73,73091,Conjux,212.0,24840.0,Élevé,0.0231792191717026,3
84,84124,Saumane-de-Vaucluse,908.0,27980.0,Élevé,0.0890563811284115,2
89,89139,Diges,1069.0,24010.0,Moyen,0.1200607914132781,3
63,63459,Villeneuve-les-Cerfs,514.0,23200.0,Moyen,0.0592205031778164,3
52,52057,Blumeray,101.0,20290.0,Très faible,0.0126903177897906,0
32,32116,Duffort,140.0,22110.0,Faible,0.0166771363177536,0
01,01289,Péronnas,6448.0,24100.0,Moyen,0.7221030106783014,3
52,52212,Fronville,305.0,20860.0,Très faible,0.0376990319358635,0
08,08218,Les Hautes-Rivières,1318.0,21330.0,Faible,0.1606886284613397,0
81,81159,Massac-Séran,462.0,25530.0,Élevé,0.0493704463131622,3
07,07197,Roiffieux,2704.0,24140.0,Moyen,0.3024296612398486,3
45,45173,Jargeau,4662.0,23880.0,Moyen,0.5257679264198752,3
35,35084,Comblessac,683.0,21300.0,Faible,0.0833438113011213,0
59,59166,Curgies,1347.0,26200.0,Élevé,0.140708471335543,3
18,18278,Vesdun,547.0,18780.0,Très faible,0.0716896755870468,0
78,78196,Davron,282.0,39010.0,Élevé,0.0165081495575071,2
34,34329,Vendres,2736.0,22350.0,Faible,0.3235649794522351,0
33,33205,Illats,1387.0,24130.0,Moyen,0.1551791366987073,3
55,55315,Mandres-en-Barrois,115.0,20030.0,Très faible,0.014556556809399,0
87,87039,Château-Chervix,802.0,22030.0,Faible,0.0957661664195409,0
25,25210,Échenans,163.0,26460.0,Élevé,0.0168751598357005,3
45,45030,Beaune-la-Rolande,1998.0,21250.0,Très faible,0.244166223934977,0
38,38097,Chavanoz,5023.0,23010.0,Moyen,0.5821460894973126,3
87,87103,Nantiat,1594.0,20990.0,Très faible,0.1962809540064167,0
24,24558,Trémolat,626.0,20710.0,Très faible,0.0777123293082981,0
88,88408,Rupt-sur-Moselle,3497.0,20640.0,Très faible,0.4349989501527241,0
42,42330,Villars,7783.0,23540.0,Moyen,0.8872321121968615,3
65,65270,Lespouey,204.0,24150.0,Moyen,0.0228091259784941,3
73,73103,Drumettaz-Clarafond,2992.0,28010.0,Élevé,0.2931327366854624,2
25,25377,Mésandans,233.0,22180.0,Faible,0.0276970518870929,0
76,76364,Hodeng-Hodenger,268.0,21960.0,Faible,0.0320689121613029,0
59,59437,Noyelles-lès-Seclin,845.0,28500.0,Élevé,0.081302204604142,2
91,91204,Écharcon,744.0,29820.0,Élevé,0.0680638807464921,2
73,73042,Billième,254.0,25520.0,Élevé,0.0271521645820977,3
34,34318,Vacquières,741.0,23000.0,Moyen,0.0859055702872769,3
07,07319,Le Teil,8901.0,19850.0,Très faible,1.1324209677206278,0
82,82004,Asques,134.0,20990.0,Très faible,0.0165004064221203,0
90,90023,Chaux,1179.0,24150.0,Moyen,0.1318233310227674,3
57,57187,Éblange,360.0,24640.0,Moyen,0.0396190427289913,3
67,67252,Kurtzenhouse,1082.0,26620.0,Élevé,0.1113973341987979,3
15,15207,Saint-Poncy,345.0,18110.0,Très faible,0.0460442319468077,0
17,17350,Saint-Julien-de-l'Escap,859.0,21750.0,Faible,0.1034347024325187,0
51,51049,Bergères-lès-Vertus,582.0,26860.0,Élevé,0.0594191002613475,3
27,27424,Nagel-Séez-Mesnil,331.0,21880.0,Faible,0.0397024248257951,0
69,69245,Ternand,724.0,25830.0,Élevé,0.07658978976431,3
02,02236,Crécy-au-Mont,326.0,20610.0,Très faible,0.0405868629566399,0
67,67312,Mutzenhouse,460.0,26290.0,Élevé,0.0479034806358587,3
25,25455,Placey,197.0,25830.0,Élevé,0.0208400394800677,3
27,27051,Beaumont-le-Roger,2764.0,21140.0,Très faible,0.3388654149764997,0
24,24381,Saint-Barthélemy-de-Bussière,212.0,18350.0,Très faible,0.0281114530216813,0
32,32453,Tourrenquets,106.0,23960.0,Moyen,0.0119239983214431,3
09,09276,Saint-Victor-Rouzaud,219.0,21420.0,Faible,0.0266295029434905,0
57,57083,Bining,1184.0,23000.0,Moyen,0.137263421349711,3
80,80073,Bécordel-Bécourt,153.0,24100.0,Moyen,0.0171342680883654,3
28,28019,Baigneaux,199.0,25420.0,Élevé,0.0213440960850373,3
27,27389,Marbeuf,479.0,23210.0,Moyen,0.0551708075226848,3
77,77317,Mormant,5222.0,23100.0,Moyen,0.6035246353652512,3
22,22054,Erquy,3909.0,25380.0,Élevé,0.4198272084064158,3
59,59577,Staple,693.0,22170.0,Faible,0.0824027694166852,0
42,42251,Saint-Laurent-la-Conche,566.0,23250.0,Moyen,0.0651102330749281,3
23,23222,Saint-Michel-de-Veisse,164.0,21140.0,Très faible,0.0201063415543219,0
