dep,codgeo,libgeo,population,revenu_median,categorie_revenu,pression_socioeco,cluster
24,24030,Beauregard-de-Terrasson,679.0,21650.0,Faible,0.0820037828571723,0
62,62363,Frévin-Capelle,387.0,25310.0,Élevé,0.0416609720566117,3
34,34093,Dio-et-Valquières,149.0,21700.0,Faible,0.0179682324478001,0
63,63201,Luzillat,1154.0,22320.0,Faible,0.1365985154462208,0
38,38536,Vernioz,1469.0,26580.0,Élevé,0.1514515698148051,3
40,40334,Yzosse,380.0,24620.0,Moyen,0.0418473450236294,3
41,41110,Langon,829.0,22940.0,Moyen,0.096285888534529,3
57,57755,Xocourt,99.0,24280.0,Moyen,0.0110229984843543,3
50,50435,Rocheville,595.0,24390.0,Moyen,0.0660147101533711,3
71,71010,Antully,842.0,22230.0,Faible,0.0999388560446355,0
24,24200,Grand-Brassac,538.0,21330.0,Faible,0.0655921715570567,0
68,68352,Volgelsheim,2702.0,23130.0,Moyen,0.3119889203533107,3
88,88253,Jeuxey,671.0,25280.0,Élevé,0.0723060435029736,3
39,39492,Saint-Maur,221.0,20250.0,Très faible,0.0277996125831186,0
14,14134,Canteloup,188.0,26240.0,Élevé,0.0196116412379447,3
18,18286,Villequiers,452.0,22560.0,Faible,0.0531141805769692,0
50,50166,Doville,327.0,20680.0,Très faible,0.0406293068098711,0
33,33255,Lucmau,245.0,21300.0,Faible,0.0298963891197287,0
07,07028,Beaulieu,526.0,19420.0,Très faible,0.0677306391420687,0
30,30101,Deaux,650.0,23520.0,Moyen,0.074144106113258,3
64,64417,Nay,3224.0,22060.0,Faible,0.3846284922434998,0
17,17161,La Flotte,3017.0,25180.0,Élevé,0.3261893287827672,3
33,33008,Arbis,500.0,22750.0,Faible,0.0584140699664236,0
61,61319,Origny-le-Roux,252.0,23180.0,Moyen,0.0290522439711743,3
19,19125,Marcillac-la-Croisille,830.0,22280.0,Faible,0.098365780734254,0
89,89384,Senan,681.0,22760.0,Faible,0.0795355509090912,0
25,25195,Dannemarie-sur-Crète,1549.0,25540.0,Élevé,0.165474388000252,3
84,84017,Bédoin,3086.0,22820.0,Moyen,0.3597572545983911,0
51,51028,Avenay-Val-d'Or,984.0,25870.0,Élevé,0.1039533132641875,3
19,19193,Saint-Cirgues-la-Loutre,171.0,19540.0,Très faible,0.0219453362086806,0
76,76697,Torcy-le-Grand,791.0,23410.0,Moyen,0.0905395858813177,3
59,59539,Saint-Pierre-Brouck,984.0,23320.0,Moyen,0.1129482555384894,3
33,33493,Saint-Yzans-de-Médoc,345.0,19900.0,Très faible,0.0438304480310198,0
69,69161,Propières,481.0,20760.0,Très faible,0.0596256555673595,0
31,31258,Lacaugne,241.0,23740.0,Moyen,0.0273002878942188,3
64,64466,Rivehaute,271.0,21490.0,Faible,0.032884486574194,0
18,18001,Achères,348.0,23220.0,Moyen,0.0400698652781768,3
07,07042,Bourg-Saint-Andéol,7352.0,20350.0,Très faible,0.9221732974124696,0
85,85297,Triaize,1036.0,22190.0,Faible,0.1231137017787586,0
65,65035,Artagnan,512.0,20370.0,Très faible,0.0641842831349264,0
47,47062,Cauzac,414.0,22830.0,Moyen,0.0482481218562682,3
54,54313,Létricourt,229.0,26360.0,Élevé,0.0237901382145795,3
44,44133,Port-Saint-Père,3013.0,24890.0,Élevé,0.3288891378354713,3
33,33125,Cissac-Médoc,2262.0,22790.0,Faible,0.2639409011902322,0
82,82183,Tréjouls,229.0,20260.0,Très faible,0.0287977242431831,0
49,49007,Angers,157175.0,21450.0,Faible,19.09493303086237,1
37,37240,Saunay,665.0,23220.0,Moyen,0.076570288534447,3
08,08060,Bergnicourt,300.0,23570.0,Moyen,0.0341665848941382,3
80,80669,Rethonvillers,341.0,22080.0,Faible,0.0406574115234972,0
85,85229,Saint-Hilaire-de-Voust,614.0,21200.0,Très faible,0.0751441177093202,0
88,88245,Hurbache,300.0,22440.0,Faible,0.0353818269756735,0
09,09115,Esclagne,124.0,20830.0,Très faible,0.0153401549409707,0
12,12150,Monteils,475.0,21740.0,Faible,0.0572131670244934,0
53,53036,Bouère,1069.0,20750.0,Très faible,0.1325535517071589,0
51,51032,Bagneux,413.0,23190.0,Moyen,0.0475985946800045,3
59,59466,Pont-à-Marcq,2883.0,25610.0,Élevé,0.3072576136970489,3
07,07242,Saint-Gineis-en-Coiron,112.0,20880.0,Très faible,0.0138355490222038,0
39,39039,La Barre,245.0,24460.0,Moyen,0.0271210486491546,3
79,79009,Amuré,434.0,24280.0,Moyen,0.048323043860705,3
35,35090,Crevin,2814.0,24190.0,Moyen,0.3142282637854448,3
13,13093,Saint-Estève-Janson,372.0,28260.0,Élevé,0.0361122627471592,2
42,42280,Saint-Régis-du-Coin,412.0,22220.0,Faible,0.0489159672833774,0
02,02422,Lesquielles-Saint-Germain,797.0,19450.0,Très faible,0.1025403702953464,0
33,33052,Les Billaux,1165.0,23670.0,Moyen,0.1322626105645707,3
80,80626,Pissy,289.0,25120.0,Élevé,0.0313080057181563,3
07,07109,Joannas,305.0,19750.0,Très faible,0.0389126608641933,0
46,46030,Bio,333.0,23200.0,Moyen,0.0383665905801807,3
26,26380,Gervans,545.0,23760.0,Moyen,0.0616980914144899,3
45,45226,Neuvy-en-Sullias,1366.0,23870.0,Moyen,0.1541028050320967,3
76,76041,Autretot,1344.0,24050.0,Moyen,0.1507536838902231,3
55,55416,Rarécourt,215.0,20310.0,Très faible,0.0269986282447757,0
31,31340,Mervilla,294.0,42970.0,Élevé,0.0130370740332918,2
71,71383,Saint-Albain,545.0,22410.0,Faible,0.0643355969056096,0
52,52386,Perthes,504.0,20360.0,Très faible,0.0631994710268457,0
31,31293,Lespinasse,2915.0,24570.0,Moyen,0.3215356685674673,3
27,27142,Champenard,289.0,26300.0,Élevé,0.0300855223711204,3
25,25597,Vellevans,241.0,21300.0,Faible,0.0294082848075698,0
33,33474,Saint-Selve,3578.0,27000.0,Élevé,0.3634990530783514,3
46,46185,Martel,1636.0,22420.0,Faible,0.1930661906026432,0
63,63389,Saint-Quentin-sur-Sauxillanges,110.0,21450.0,Faible,0.0133637196334968,0
02,02306,La Ferté-Chevresis,514.0,20600.0,Très faible,0.0640112097198924,0
60,60665,Venette,2808.0,22570.0,Faible,0.3298653106119399,0
86,86237,Saint-Pierre-d'Exideuil,763.0,22910.0,Moyen,0.0887022402280136,3
56,56041,Cléguérec,2839.0,22080.0,Faible,0.3384938161736326,0
70,70152,Choye,475.0,23250.0,Moyen,0.0546419800540474,3
73,73176,Montvalezan,722.0,22330.0,Faible,0.085436967204981,0
60,60682,Villers-Saint-Frambourg,719.0,33370.0,Élevé,0.0566268037581904,2
76,76018,Val-de-Saâne,1476.0,22650.0,Faible,0.172967448792312,0
29,29295,Trémaouézan,502.0,24950.0,Élevé,0.0546886898013111,3
33,33322,Le Pian-Médoc,7105.0,26940.0,Élevé,0.7233450669508983,3
19,19182,Saint-Aulaire,764.0,22150.0,Faible,0.0908999643074438,0
38,38492,Sinard,714.0,26930.0,Élevé,0.0727164296784726,3
49,49228,Noyant,5501.0,19490.0,Très faible,0.7069584774493937,0
73,73170,Monthion,525.0,25670.0,Élevé,0.0558392982110763,3
62,62315,Estréelles,345.0,24480.0,Moyen,0.0381661294085008,3
54,54453,Rembercourt-sur-Mad,156.0,24070.0,Moyen,0.0174870109226517,3
86,86133,Ligugé,3408.0,25710.0,Élevé,0.3619881379381582,3
30,30277,Saint-Laurent-de-Carnols,517.0,23960.0,Moyen,0.0581576144545857,3
17,17023,Aujac,373.0,21330.0,Faible,0.0454756133657661,0
28,28272,Mottereau,150.0,22090.0,Faible,0.0178791146951542,0
57,57006,Achen,976.0,24380.0,Moyen,0.108321301970704,3
53,53016,Bais,1215.0,20500.0,Très faible,0.1517460957422946,0
14,14168,Colombières,205.0,22660.0,Faible,0.0240159079676623,0
80,80124,Bourseville,715.0,21780.0,Faible,0.0860183476202713,0
67,67293,Minversheim,684.0,27630.0,Élevé,0.0679447224963734,3
80,80340,Fourcigny,201.0,19820.0,Très faible,0.0255936434984155,0
64,64105,Béguios,266.0,23500.0,Moyen,0.0303611206343311,3
03,03058,Chappes,241.0,20380.0,Très faible,0.0302031033158825,0
16,16102,Cognac,18448.0,21980.0,Faible,2.2061672516125097,0
35,35292,Saint-Marc-le-Blanc,1588.0,22310.0,Faible,0.1880278471195865,0
54,54309,Lemainville,406.0,24900.0,Élevé,0.0443030660724051,3
31,31071,Bois-de-la-Pierre,453.0,23160.0,Moyen,0.0522573452898642,3
07,07286,Saint-Pierreville,516.0,20450.0,Très faible,0.064537742926193,0
45,45183,Lion-en-Beauce,128.0,24480.0,Moyen,0.0141601871428641,3
37,37049,Chambourg-sur-Indre,1236.0,23310.0,Moyen,0.1419183362397263,3
52,52429,Roches-sur-Marne,574.0,22300.0,Faible,0.0679853022614559,0
50,50496,Saint-Jean-le-Thomas,389.0,23180.0,Moyen,0.0448465194634397,3
36,36009,Arthon,1219.0,23180.0,Moyen,0.1405344658764346,3
64,64549,Uzein,1289.0,24310.0,Moyen,0.143383043502542,3
88,88424,Sainte-Marguerite,2271.0,22350.0,Faible,0.2685731243918224,0
02,02376,Hauteville,179.0,23470.0,Moyen,0.0204502299699021,3
54,54300,Laneuveville-devant-Nancy,6551.0,23200.0,Moyen,0.7547733780503416,3
80,80730,Saveuse,1076.0,28130.0,Élevé,0.1049551889483983,2
69,69212,Saint-Jean-des-Vignes,479.0,30230.0,Élevé,0.0431166815093251,2
91,91411,Les Molières,1896.0,35340.0,Élevé,0.1359350434566911,2
51,51236,Les Essarts-le-Vicomte,136.0,23490.0,Moyen,0.0155278542784019,3
51,51627,Villeneuve-Renneville-Chevigny,325.0,25040.0,Élevé,0.0353011693153946,3
56,56005,Arzon,2269.0,28390.0,Élevé,0.2192079835603141,2
12,12048,Campouriez,339.0,22220.0,Faible,0.0402488177404489,0
27,27606,Saint-Symphorien,476.0,22840.0,Moyen,0.0554566224228642,3
87,87194,Sussac,355.0,19960.0,Très faible,0.0450245398816375,0
10,10132,Droupt-Sainte-Marie,249.0,24370.0,Moyen,0.0276441763097989,3
15,15259,Vieillespesse,251.0,20940.0,Très faible,0.030952466751647,0
08,08208,Hannappes,132.0,19740.0,Très faible,0.016845621208114,0
76,76656,Saint-Victor-l'Abbaye,756.0,21610.0,Faible,0.0914115848085551,0
70,70229,Faymont,258.0,21750.0,Faible,0.0310665346072058,0
28,28299,Les Pinthières,161.0,25130.0,Élevé,0.0174357126507143,3
22,22096,Landébia,447.0,20380.0,Très faible,0.056019863826554,0
89,89361,Saint-Maurice-Thizouaille,251.0,21530.0,Faible,0.0304215959556158,0
88,88017,Aulnois,172.0,22560.0,Faible,0.0202115908390236,0
63,63146,Égliseneuve-près-Billom,851.0,25290.0,Élevé,0.0916720911273314,3
80,80232,Damery,228.0,21170.0,Très faible,0.0279281988175277,0
78,78653,Vicq,381.0,33430.0,Élevé,0.0299247447682978,2
30,30296,Saint-Roman-de-Codières,161.0,17320.0,Très faible,0.0219432570334379,0
07,07030,Beauvène,204.0,19320.0,Très faible,0.0263412862374273,0
80,80548,Millencourt-en-Ponthieu,349.0,22170.0,Faible,0.0414986529962815,0
2A,2A212,Piana,463.0,22900.0,Moyen,0.053842465477514,3
55,55262,Juvigny-sur-Loison,258.0,21170.0,Très faible,0.031602961819834,0
45,45297,Saint-Père-sur-Loire,1025.0,22810.0,Faible,0.1195283791597394,3
2A,2A284,Sollacaro,369.0,23090.0,Moyen,0.0426598365215055,3
01,01112,Condamine,473.0,25520.0,Élevé,0.0505628891627253,3
74,74134,Les Gets,1223.0,25070.0,Élevé,0.1327094898503648,3
71,71425,Saint-Gilles,276.0,23540.0,Moyen,0.0314629401215898,3
31,31255,Labroquère,322.0,22270.0,Faible,0.0381727254127192,0
2A,2A308,Sainte-Lucie-de-Tallano,381.0,22600.0,Faible,0.0447163917715231,0
14,14107,Bricqueville,155.0,21510.0,Faible,0.0187973573476181,0
60,60671,Versigny,347.0,29330.0,Élevé,0.0323543685829921,2
31,31070,Blajan,439.0,20350.0,Très faible,0.0550644828025127,0
81,81218,Puygouzon,3540.0,25950.0,Élevé,0.3729631720005333,3
45,45179,Lailly-en-Val,3098.0,24060.0,Moyen,0.3473851581642875,3
65,65299,Marsac,225.0,22980.0,Moyen,0.0261008188662491,3
59,59429,Neuville-sur-Escaut,2757.0,19910.0,Très faible,0.3501636173977257,0
64,64100,Bassussarry,3301.0,27910.0,Élevé,0.3245894751291732,2
63,63131,Culhat,1145.0,23390.0,Moyen,0.1311412898474491,3
27,27249,Fontaine-Bellenger,1122.0,26400.0,Élevé,0.1164004033984259,3
26,26235,Pierrelatte,13799.0,20230.0,Très faible,1.736766949002461,0
09,09331,Le Vernet,704.0,21320.0,Faible,0.0858558851685451,0
02,02600,Pierrepont,330.0,21230.0,Très faible,0.0403514142843236,0
40,40085,Commensacq,429.0,21580.0,Faible,0.0519185831166929,0
21,21550,Saint-Germain-lès-Senailly,119.0,23250.0,Moyen,0.0136892539503824,3
14,14248,Espins,248.0,24960.0,Élevé,0.0270086297946503,3
11,11052,Brousses-et-Villaret,338.0,19310.0,Très faible,0.0436560123977233,0
27,27666,La Vacherie,563.0,25190.0,Élevé,0.060849752067601,3
76,76322,Le Grand-Quevilly,25975.0,20510.0,Très faible,3.243188059452017,0
95,95154,Chennevières-lès-Louvres,306.0,25890.0,Élevé,0.0323050060949014,3
09,09217,Niaux,153.0,19690.0,Très faible,0.0195530300048087,0
57,57498,Neufchef,2621.0,26860.0,Élevé,0.2675901405240413,3
24,24293,Monplaisant,279.0,22980.0,Moyen,0.0323650153941489,3
28,28140,Épernon,5549.0,23440.0,Moyen,0.6345538882094838,3
57,57276,Guinglange,335.0,23810.0,Moyen,0.0378644697590578,3
49,49334,Sermaise,336.0,20600.0,Très faible,0.0418439036301242,0
59,59045,Baives,163.0,19690.0,Très faible,0.0208310058221165,0
62,62675,Quercamps,281.0,21200.0,Très faible,0.0343900603848843,0
15,15026,Brezons,181.0,19200.0,Très faible,0.0234492968661654,0
46,46068,Cénevières,173.0,20510.0,Très faible,0.0216004440533281,0
13,13059,Meyrargues,3830.0,25340.0,Élevé,0.4118917851575374,3
60,60635,Thiverny,1080.0,20870.0,Très faible,0.1334529383910421,0
73,73097,Curienne,682.0,26620.0,Élevé,0.0702153252528467,3
38,38256,Montferrat,1839.0,23700.0,Moyen,0.2085841508747176,3
54,54028,Auboué,2652.0,20080.0,Très faible,0.335211515422319,0
87,87152,Saint-Jouvent,1659.0,24230.0,Moyen,0.1850160900847727,3
40,40084,Clermont,749.0,24420.0,Moyen,0.0830203203116294,3
86,86016,Avanton,2221.0,24790.0,Élevé,0.2432332119687198,3
57,57613,Saint-Jean-de-Bassel,332.0,23040.0,Moyen,0.0384417993674096,3
29,29211,Plouyé,652.0,19520.0,Très faible,0.0837213608469245,0
21,21334,Lacanche,483.0,20430.0,Très faible,0.060444958156548,0
18,18175,Ourouer-les-Bourdelins,608.0,19190.0,Très faible,0.0787907043023024,0
14,14353,Landes-sur-Ajon,451.0,23460.0,Moyen,0.0515416071364739,3
27,27140,Chambray,401.0,26600.0,Élevé,0.0413137139432243,3
64,64347,Lonçon,218.0,24540.0,Moyen,0.0240696797411816,3
21,21004,Aignay-le-Duc,265.0,22700.0,Faible,0.0310069554821465,0
18,18027,Bengy-sur-Craon,650.0,22580.0,Faible,0.0763344096879425,0
38,38542,Veyssilieu,326.0,28970.0,Élevé,0.0308170335780764,2
53,53040,Bourgon,621.0,21510.0,Faible,0.0753107026636828,0
57,57015,Altviller,546.0,24190.0,Moyen,0.0609696631225489,3
39,39378,Nanc-lès-Saint-Amour,765.0,23860.0,Moyen,0.0863295069497027,3
26,26278,La Roche-sur-le-Buis,287.0,20650.0,Très faible,0.035690226020731,0
02,02211,Condé-sur-Suippe,327.0,22530.0,Faible,0.0384606911838394,0
58,58199,Onlay,159.0,20260.0,Très faible,0.01999492643959,0
51,51434,Plivot,746.0,26120.0,Élevé,0.0781415714523778,3
62,62719,Rollancourt,277.0,20450.0,Très faible,0.0346452612220067,0
72,72156,Lamnay,916.0,21670.0,Faible,0.1105609321856303,0
69,69163,Quincieux,3549.0,26670.0,Élevé,0.364751254292219,3
44,44109,Nantes,323204.0,24170.0,Moyen,36.1140862555428,1
15,15183,Saint-Étienne-de-Carlat,130.0,20800.0,Très faible,0.0160964011637456,0
62,62403,Hallines,1207.0,20390.0,Très faible,0.1512228963859522,0
59,59630,Wahagnies,2605.0,23630.0,Moyen,0.2961195436173633,3
59,59410,Mons-en-Baroeul,21467.0,19570.0,Très faible,2.752665236311681,0
48,48193,Vebron,219.0,18770.0,Très faible,0.0287099328609507,0
72,72124,Écommoy,4808.0,22050.0,Faible,0.5737746488608909,0
59,59290,Haut-Lieu,386.0,23400.0,Moyen,0.0441962394823468,3
51,51644,Vincelles,320.0,22820.0,Moyen,0.0373047055967223,3
88,88231,Haréville,475.0,24250.0,Moyen,0.0529392072259375,3
77,77319,Mortery,140.0,22620.0,Faible,0.0164211826758019,0
12,12268,Sénergues,424.0,17830.0,Très faible,0.0570132794183978,0
62,62679,Questrecques,329.0,24680.0,Moyen,0.0361602271691383,3
03,03007,Arpheuilles-Saint-Priest,365.0,23600.0,Moyen,0.0415300915598658,3
80,80593,La Neuville-lès-Bray,256.0,22380.0,Faible,0.0302475546486585,0
42,42035,Cezay,211.0,21330.0,Faible,0.0257248107779534,0
06,06031,Cantaron,1285.0,26590.0,Élevé,0.1324353971968126,3
43,43175,Saint-Cirgues,165.0,21170.0,Très faible,0.0202111965126845,0
02,02423,Leuilly-sous-Coucy,436.0,23010.0,Moyen,0.0505306977943118,3
51,51551,Somsois,196.0,24640.0,Moyen,0.0215703677080063,3
81,81045,Les Cabannes,367.0,17840.0,Très faible,0.0493356022039217,0
95,95682,Villiers-le-Sec,196.0,24880.0,Élevé,0.0214017394262499,3
58,58166,Mhère,228.0,20790.0,Très faible,0.0282387845813749,0
63,63347,Saint-Genès-du-Retz,462.0,25200.0,Élevé,0.049916982619212,3
53,53097,Évron,8508.0,21550.0,Faible,1.0305730344768136,0
72,72241,Montfort-le-Gesnois,2917.0,22670.0,Faible,0.3416242295886789,0
62,62606,Neuve-Chapelle,1419.0,27200.0,Élevé,0.143142827066307,3
57,57325,Hilsprich,832.0,22700.0,Faible,0.0973501394760222,0
63,63413,La Sauvetat,716.0,25760.0,Élevé,0.0759231631640672,3
30,30305,Salindres,3648.0,20280.0,Très faible,0.4584899739151405,0
33,33020,Auriolles,139.0,20120.0,Très faible,0.0175496012670281,0
72,72375,Villaines-la-Gonais,523.0,23930.0,Moyen,0.0588888030309006,3
28,28306,Pré-Saint-Martin,183.0,24700.0,Moyen,0.0201003191156878,3
68,68124,Hausgauen,374.0,32490.0,Élevé,0.0306352132878833,2
47,47071,Coulx,246.0,19810.0,Très faible,0.031332382255485,0
63,63155,Estandeuil,498.0,21810.0,Faible,0.0598585231945469,0
80,80224,Cressy-Omencourt,124.0,22680.0,Faible,0.0145178052846161,0
69,69174,Les Sauvages,617.0,23270.0,Moyen,0.0709328199508387,3
39,39172,Courtefontaine,261.0,23520.0,Moyen,0.029771710300862,3
66,66084,Fourques,1316.0,21750.0,Faible,0.1584634090817167,0
21,21462,Norges-la-Ville,945.0,29200.0,Élevé,0.0885524320669889,2
2B,2B136,Lama,150.0,24250.0,Moyen,0.0167176443871381,3
11,11089,Cenne-Monestiés,410.0,20060.0,Très faible,0.0518531966400935,0
73,73229,Saint-Christophe,530.0,24330.0,Moyen,0.0589170152880737,3
21,21624,Tellecey,142.0,23390.0,Moyen,0.0162638106186356,3
28,28068,Challet,434.0,25090.0,Élevé,0.0470628485765076,3
57,57396,Lessy,771.0,31470.0,Élevé,0.0659735568227043,2
24,24586,Villetoureix,902.0,20950.0,Très faible,0.1111992389851529,0
72,72071,Château-du-Loir,5805.0,20190.0,Très faible,0.7314601237711801,0
57,57239,Freybouse,435.0,23160.0,Moyen,0.0501808944836445,3
46,46169,Léobard,213.0,22560.0,Faible,0.0250294700506514,0
53,53029,Bierné,1263.0,20950.0,Très faible,0.1557035907297651,0
08,08223,Herbeuval,123.0,25670.0,Élevé,0.013082349866595,3
07,07329,Valgorge,417.0,18120.0,Très faible,0.0556385144087554,0
68,68174,Landser,1642.0,27860.0,Élevé,0.1617532378813231,2
17,17089,La Chapelle-des-Pots,1003.0,22660.0,Faible,0.1175022228856846,0
57,57136,Chémery-les-Deux,580.0,24580.0,Moyen,0.0639554304668284,3
80,80043,Authie,261.0,22720.0,Faible,0.0305202133882501,0
02,02446,Ly-Fontaine,118.0,23530.0,Moyen,0.0134557769097617,3
65,65247,Arrayou-Lahitte,100.0,19970.0,Très faible,0.0126793841958416,0
46,46013,Bach,196.0,20290.0,Très faible,0.0246267553148411,0
37,37046,Céré-la-Ronde,420.0,22530.0,Faible,0.0493990528966744,0
38,38405,Saint-Joseph-de-Rivière,1245.0,26130.0,Élevé,0.1303659008733013,3
80,80335,Foucaucourt-en-Santerre,238.0,22690.0,Faible,0.0278562880324079,0
54,54576,Villers-le-Rond,122.0,27730.0,Élevé,0.0120750611571832,3
02,02383,Homblières,1433.0,25090.0,Élevé,0.1553941520970863,3
52,52094,Vals-des-Tilles,181.0,22070.0,Faible,0.0215871086534953,0
29,29173,Plonéis,2427.0,22630.0,Faible,0.2845859283716701,0
59,59348,Lieu-Saint-Amand,1461.0,22450.0,Faible,0.1722571236641225,0
70,70169,Confracourt,222.0,22270.0,Faible,0.0263178417441729,0
38,38190,Hières-sur-Amby,1149.0,23800.0,Moyen,0.1299106690386873,3
24,24032,Beauronne,368.0,20330.0,Très faible,0.0461852215369752,0
60,60677,Villembray,250.0,24830.0,Élevé,0.027342946834544,3
59,59070,Bermeries,378.0,24140.0,Moyen,0.0422775192117835,3
35,35064,La Chapelle-de-Brain,1065.0,20420.0,Très faible,0.1333174335217735,0
34,34122,Jonquières,558.0,22180.0,Faible,0.0663302787682311,0
27,27633,Les Thilliers-en-Vexin,495.0,23150.0,Moyen,0.0571201418563051,3
93,93045,Les Lilas,23469.0,25490.0,Élevé,2.511319807919826,3
61,61324,Passais,1162.0,18670.0,Très faible,0.15274962042756,0
45,45324,Tigy,2422.0,24310.0,Moyen,0.2694132904291363,3
16,16401,Vervant,147.0,20810.0,Très faible,0.0181960455282767,0
32,32126,Estampes,162.0,20910.0,Très faible,0.0199947113524959,0
65,65055,Ayros-Arbouix,345.0,23130.0,Moyen,0.0398357429762739,3
27,27522,Saint-Christophe-sur-Condé,433.0,21680.0,Faible,0.0522474512835367,0
62,62365,Galametz,203.0,18930.0,Très faible,0.0264959697059177,0
89,89087,Chassignelles,298.0,20900.0,Très faible,0.0367910776160663,0
57,57696,Varsberg,970.0,24650.0,Moyen,0.1067165371617952,3
53,53225,Saint-Germain-le-Guillaume,519.0,21190.0,Très faible,0.0635361898726233,0
08,08219,Hauteville,122.0,22190.0,Faible,0.014497945576263,0
41,41286,Villeporcher,147.0,22910.0,Moyen,0.0170894224292503,3
22,22150,Le Merzer,961.0,22850.0,Moyen,0.1119273446464527,3
02,02223,Courboin,302.0,21900.0,Faible,0.0362023125438794,0
74,74164,Marignier,6401.0,26980.0,Élevé,0.6507544632224608,3
76,76670,Senneville-sur-Fécamp,881.0,26220.0,Élevé,0.0919666529026699,3
01,01206,Lantenay,270.0,24700.0,Moyen,0.0296562085313426,3
76,76275,Fontenay,1743.0,27130.0,Élevé,0.1762639811396838,3
61,61476,Suré,276.0,23390.0,Moyen,0.031611350216503,3
60,60412,Montagny-en-Vexin,680.0,27790.0,Élevé,0.0671573603406553,3
39,39423,Plaisia,102.0,25490.0,Élevé,0.0109145945889395,3
62,62402,Halinghen,312.0,22150.0,Faible,0.0371214513925687,0
30,30136,Junas,1178.0,23260.0,Moyen,0.1354698817679006,3
76,76562,Saint-Aubin-le-Cauf,835.0,23650.0,Moyen,0.0948575309906124,3
58,58204,Ourouër,532.0,21760.0,Faible,0.0640406049560829,0
86,86042,Buxeuil,913.0,21050.0,Très faible,0.1122280364039724,0
44,44218,Villepot,683.0,22530.0,Faible,0.0803322693534015,0
24,24068,Le Buisson-de-Cadouin,1945.0,20970.0,Très faible,0.2396416159761233,0
76,76314,Graimbouville,612.0,27000.0,Élevé,0.0621747961106626,3
84,84052,Grambois,1214.0,23590.0,Moyen,0.1381737416275431,3
78,78236,Flexanville,576.0,31130.0,Élevé,0.04998968205701,2
08,08081,Bogny-sur-Meuse,5006.0,18880.0,Très faible,0.6542904950490872,0
27,27660,La Trinité-de-Réville,236.0,22300.0,Faible,0.0279521451806683,0
64,64109,Bénéjacq,1961.0,24170.0,Moyen,0.2191177186764997,3
17,17225,Les Mathes,2179.0,24710.0,Moyen,0.239258474165874,3
